MyUnknownColumn,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
971,male,group D,associate's degree,standard,completed,divorced,sometimes,no,2,private,5 - 10,82,85,88
847,female,group E,high school,standard,none,single,sometimes,no,1,school_bus,> 10,51,62,59
457,male,group B,high school,standard,completed,single,sometimes,,1,private,5 - 10,60,55,56
853,female,group C,master's degree,free/reduced,completed,single,regularly,no,1,private,5 - 10,69,77,81
301,female,group C,high school,free/reduced,completed,divorced,sometimes,yes,3,private,5 - 10,12,43,40
687,female,group E,some college,free/reduced,,divorced,regularly,no,3,private,< 5,72,81,81
703,female,group B,associate's degree,standard,none,single,sometimes,no,1,school_bus,5 - 10,61,76,78
497,male,group D,some high school,standard,completed,married,sometimes,yes,3,private,5 - 10,76,76,75
760,female,group B,some high school,free/reduced,none,married,sometimes,yes,3,private,5 - 10,47,62,50
229,male,group E,,standard,completed,married,regularly,no,3,private,5 - 10,79,69,65
885,female,group C,associate's degree,standard,completed,married,never,no,1,private,5 - 10,81,77,87
322,female,group C,high school,standard,completed,married,regularly,yes,1,school_bus,< 5,92,99,99
798,female,group D,some college,standard,none,married,sometimes,,3,,< 5,89,98,93
822,male,group C,some college,standard,none,married,regularly,no,3,,< 5,83,85,79
259,male,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,3,,5 - 10,71,63,63
427,female,group C,master's degree,standard,none,single,sometimes,no,3,private,< 5,66,70,70
842,male,group D,bachelor's degree,standard,none,married,regularly,yes,0,,< 5,75,68,71
942,female,group C,,standard,,married,sometimes,no,2,school_bus,5 - 10,85,100,99
206,male,group C,some high school,standard,none,married,sometimes,yes,3,school_bus,5 - 10,60,59,54
186,male,,master's degree,free/reduced,none,divorced,regularly,yes,0,private,5 - 10,58,62,60
641,male,group B,some college,standard,none,divorced,regularly,yes,1,school_bus,5 - 10,46,42,42
439,male,group D,bachelor's degree,standard,none,married,sometimes,no,1,private,> 10,100,87,94
709,female,group D,some high school,standard,completed,single,regularly,no,3,private,> 10,89,88,97
136,female,group C,some high school,standard,none,married,regularly,yes,0,school_bus,< 5,70,80,82
947,female,group B,some college,free/reduced,none,divorced,sometimes,yes,0,private,5 - 10,44,52,54
271,male,group C,some college,standard,,single,regularly,yes,1,,< 5,57,48,42
996,female,group D,associate's degree,standard,none,married,regularly,no,2,school_bus,5 - 10,77,74,78
283,male,group C,bachelor's degree,standard,none,single,sometimes,yes,1,private,5 - 10,87,84,82
45,female,group C,associate's degree,standard,,married,regularly,yes,5,,< 5,82,90,94
23,female,,associate's degree,free/reduced,completed,,sometimes,no,2,,5 - 10,84,94,97
290,female,group A,associate's degree,free/reduced,completed,single,sometimes,yes,0,private,5 - 10,56,79,78
811,female,group C,some college,free/reduced,none,single,regularly,,1,school_bus,5 - 10,37,48,37
339,female,group B,bachelor's degree,free/reduced,completed,married,sometimes,yes,4,private,< 5,54,66,67
72,male,group C,associate's degree,standard,none,married,sometimes,yes,2,private,5 - 10,58,53,57
16,female,group C,some high school,standard,none,married,regularly,no,3,school_bus,> 10,81,84,83
245,female,group D,some college,standard,none,married,sometimes,no,3,private,> 10,55,62,63
796,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,3,private,5 - 10,70,74,73
512,female,group D,some high school,free/reduced,none,married,sometimes,no,1,private,5 - 10,71,86,78
20,female,group D,associate's degree,standard,none,married,regularly,yes,1,private,5 - 10,72,78,82
675,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,3,private,5 - 10,68,70,74
222,female,group D,master's degree,standard,none,married,sometimes,yes,4,school_bus,5 - 10,73,82,82
397,male,group D,associate's degree,standard,none,,regularly,yes,3,school_bus,< 5,65,64,69
213,female,,some college,free/reduced,completed,married,regularly,yes,1,private,5 - 10,61,64,74
576,male,group D,some high school,standard,completed,,sometimes,yes,3,school_bus,> 10,81,64,69
65,female,group C,bachelor's degree,standard,none,divorced,regularly,yes,1,,> 10,84,90,95
700,male,group C,high school,standard,none,divorced,regularly,yes,2,school_bus,< 5,64,58,57
581,male,group B,some high school,standard,completed,divorced,regularly,no,1,private,5 - 10,85,82,82
692,male,group E,high school,free/reduced,none,single,never,no,1,private,< 5,46,42,36
123,male,group C,associate's degree,standard,,divorced,regularly,yes,1,school_bus,5 - 10,87,92,79
355,male,group D,some high school,standard,completed,married,regularly,no,2,private,> 10,67,59,65
229,male,group C,associate's degree,standard,none,married,regularly,yes,5,private,5 - 10,73,69,67
197,female,group D,master's degree,free/reduced,none,married,sometimes,yes,1,school_bus,5 - 10,49,57,58
435,male,group C,some high school,free/reduced,completed,married,sometimes,yes,3,private,5 - 10,49,52,54
511,male,group E,high school,standard,none,married,regularly,no,1,,5 - 10,61,53,47
119,female,group D,bachelor's degree,free/reduced,completed,,sometimes,,1,school_bus,< 5,89,98,98
552,female,group B,,standard,none,married,never,no,3,private,5 - 10,38,47,48
795,male,group B,master's degree,standard,none,married,sometimes,yes,4,,< 5,90,81,75
19,male,group C,high school,standard,completed,married,never,yes,2,,> 10,80,77,79
972,male,group E,bachelor's degree,standard,completed,married,never,yes,1,private,5 - 10,97,90,94
829,male,group E,bachelor's degree,standard,none,married,sometimes,no,4,private,5 - 10,92,87,86
762,female,group E,some high school,free/reduced,none,married,sometimes,no,3,school_bus,< 5,69,84,85
971,male,group A,associate's degree,standard,none,married,sometimes,no,1,,< 5,85,85,85
257,male,,associate's degree,standard,completed,married,regularly,,1,school_bus,5 - 10,80,78,78
25,female,group C,some high school,free/reduced,none,married,sometimes,yes,2,school_bus,,34,55,50
555,female,group A,bachelor's degree,standard,completed,married,regularly,no,1,private,> 10,85,84,86
40,female,group C,some college,standard,none,divorced,sometimes,yes,0,school_bus,< 5,54,69,61
903,female,group D,some college,standard,completed,single,sometimes,yes,3,school_bus,5 - 10,62,70,75
87,male,group C,high school,standard,none,single,never,yes,2,private,5 - 10,73,69,61
51,male,group A,some college,standard,none,divorced,sometimes,yes,1,school_bus,5 - 10,57,56,58
347,male,group A,some high school,standard,none,married,regularly,yes,0,school_bus,5 - 10,65,64,62
328,female,group B,associate's degree,standard,none,married,regularly,no,1,school_bus,,69,69,68
421,male,group C,master's degree,free/reduced,none,married,sometimes,no,2,private,5 - 10,68,66,64
676,female,group D,high school,standard,none,married,sometimes,yes,0,private,5 - 10,65,72,70
439,female,group D,some high school,standard,none,single,regularly,yes,3,school_bus,> 10,62,65,63
201,female,group E,bachelor's degree,standard,completed,widowed,regularly,,1,school_bus,< 5,48,60,62
20,male,group B,,standard,none,married,regularly,yes,7,private,5 - 10,69,71,57
794,female,group D,some college,standard,none,single,sometimes,yes,1,,5 - 10,66,74,75
892,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,2,school_bus,5 - 10,51,78,77
247,male,group E,high school,free/reduced,none,married,sometimes,yes,1,school_bus,5 - 10,82,79,74
276,male,group C,bachelor's degree,free/reduced,completed,married,regularly,no,3,school_bus,< 5,46,50,57
619,male,group C,some high school,standard,none,married,regularly,yes,4,school_bus,> 10,50,52,47
734,female,group E,,standard,completed,married,regularly,no,1,,5 - 10,86,92,88
510,female,group B,,standard,none,married,sometimes,no,2,private,> 10,61,66,70
896,female,group C,high school,standard,none,divorced,regularly,yes,3,school_bus,5 - 10,61,73,69
507,male,,some high school,standard,completed,married,never,yes,0,school_bus,5 - 10,71,68,71
581,female,group C,some college,standard,none,married,sometimes,no,3,school_bus,5 - 10,60,62,62
883,female,group D,,standard,completed,single,never,yes,1,private,5 - 10,83,94,92
151,female,group C,associate's degree,standard,completed,married,sometimes,yes,0,school_bus,> 10,74,81,79
606,male,group A,associate's degree,free/reduced,none,divorced,never,no,1,school_bus,5 - 10,56,58,56
16,male,group D,some college,standard,none,married,sometimes,no,1,school_bus,< 5,97,92,87
950,male,group C,some high school,free/reduced,none,married,never,yes,1,school_bus,5 - 10,48,58,51
969,female,group A,high school,standard,none,married,sometimes,no,2,school_bus,< 5,54,59,57
252,female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,1,private,5 - 10,72,96,94
716,male,group C,high school,free/reduced,none,married,regularly,yes,2,school_bus,5 - 10,60,61,59
227,female,group D,bachelor's degree,standard,none,divorced,sometimes,no,1,,5 - 10,71,67,73
917,male,group C,some college,standard,completed,married,sometimes,no,3,school_bus,5 - 10,51,56,55
16,female,group E,high school,standard,,single,regularly,yes,4,private,5 - 10,92,95,96
388,female,group E,,free/reduced,none,married,sometimes,yes,7,private,5 - 10,51,56,60
589,female,group D,high school,free/reduced,completed,married,regularly,no,2,,5 - 10,63,73,79
880,male,group B,some college,free/reduced,completed,,regularly,no,3,private,5 - 10,60,59,52
781,male,group C,high school,free/reduced,none,divorced,regularly,yes,2,school_bus,< 5,52,52,50
436,male,group C,associate's degree,standard,completed,married,never,no,3,school_bus,< 5,76,80,75
970,female,group A,some high school,standard,none,married,sometimes,no,4,,5 - 10,58,67,63
998,female,group D,associate's degree,standard,none,married,never,no,2,private,5 - 10,72,74,84
546,female,group B,some high school,standard,none,married,regularly,no,5,private,5 - 10,38,62,57
319,female,group C,some high school,free/reduced,completed,divorced,sometimes,no,1,,5 - 10,48,66,60
103,male,group D,some college,free/reduced,completed,married,never,yes,1,school_bus,> 10,66,71,70
660,male,group E,associate's degree,free/reduced,completed,divorced,sometimes,no,5,school_bus,< 5,67,59,57
111,male,group C,some college,standard,,married,regularly,no,1,school_bus,5 - 10,67,68,66
669,female,group D,some college,free/reduced,none,single,sometimes,yes,5,school_bus,< 5,47,52,54
732,male,group D,master's degree,free/reduced,completed,married,sometimes,no,1,school_bus,< 5,73,81,79
581,male,group E,associate's degree,standard,none,single,sometimes,yes,2,private,5 - 10,95,80,78
697,female,group D,associate's degree,standard,completed,married,regularly,no,1,private,> 10,80,97,99
226,male,group E,some high school,standard,none,married,regularly,,1,private,5 - 10,77,66,52
868,female,group C,associate's degree,standard,completed,married,regularly,yes,2,private,< 5,71,78,81
573,female,group C,associate's degree,standard,none,married,regularly,no,3,school_bus,< 5,69,77,74
543,female,,bachelor's degree,standard,completed,divorced,never,yes,0,private,< 5,75,89,87
555,male,group B,some college,standard,completed,single,regularly,yes,2,school_bus,5 - 10,77,65,66
827,male,group D,high school,free/reduced,none,married,regularly,yes,3,school_bus,5 - 10,65,68,57
191,female,group D,associate's degree,standard,none,single,never,yes,2,school_bus,5 - 10,86,79,78
895,male,group C,bachelor's degree,free/reduced,completed,married,never,yes,0,private,5 - 10,60,65,62
370,male,group B,associate's degree,standard,completed,single,sometimes,yes,3,private,5 - 10,81,81,81
438,female,,high school,standard,none,married,sometimes,no,5,school_bus,> 10,54,56,61
724,female,group D,some college,standard,completed,married,regularly,yes,1,,5 - 10,53,71,77
331,male,group B,associate's degree,standard,,single,sometimes,yes,3,private,5 - 10,44,49,43
927,male,group C,bachelor's degree,standard,none,married,never,yes,5,school_bus,5 - 10,88,79,72
695,male,group A,some college,standard,completed,married,sometimes,yes,0,private,5 - 10,70,62,56
439,female,group A,associate's degree,standard,completed,married,regularly,no,2,school_bus,5 - 10,89,95,96
288,female,group D,associate's degree,standard,none,divorced,sometimes,yes,3,private,5 - 10,78,87,78
390,male,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,3,school_bus,5 - 10,71,78,79
613,male,group B,some college,standard,none,divorced,regularly,no,4,school_bus,< 5,54,66,59
422,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1,private,5 - 10,68,77,75
675,male,group C,high school,free/reduced,none,married,regularly,yes,3,private,> 10,75,65,64
607,male,group D,some college,standard,,divorced,regularly,no,1,school_bus,< 5,71,68,70
193,male,group A,some college,free/reduced,none,married,regularly,yes,0,,5 - 10,35,34,35
872,female,group C,some high school,free/reduced,none,married,sometimes,yes,4,private,< 5,65,88,77
354,male,group C,associate's degree,free/reduced,none,,never,no,4,private,< 5,43,51,45
216,male,group C,some college,standard,none,single,sometimes,yes,4,school_bus,,77,74,79
847,male,group D,high school,standard,none,,sometimes,no,2,,5 - 10,64,54,50
374,female,group C,high school,standard,none,married,sometimes,no,2,school_bus,5 - 10,62,72,73
972,male,group C,some college,standard,completed,married,never,,6,private,5 - 10,67,73,69
640,female,group C,some college,standard,completed,single,regularly,yes,3,private,5 - 10,82,82,93
194,male,group B,some college,standard,none,married,regularly,yes,4,school_bus,< 5,50,37,35
757,female,group D,high school,free/reduced,none,married,regularly,yes,3,,5 - 10,56,61,64
289,male,group D,,standard,none,married,regularly,no,3,private,5 - 10,52,49,47
224,female,group E,high school,standard,completed,married,regularly,yes,0,private,< 5,81,85,82
466,male,group D,associate's degree,standard,none,married,regularly,no,1,private,5 - 10,69,64,69
341,female,group A,some college,standard,completed,divorced,never,yes,0,private,5 - 10,67,70,78
984,male,group D,high school,standard,none,married,sometimes,no,1,school_bus,5 - 10,100,84,87
547,male,group B,bachelor's degree,standard,none,married,never,yes,4,private,> 10,70,64,65
90,male,group A,some college,free/reduced,none,widowed,sometimes,yes,4,school_bus,5 - 10,66,68,65
983,female,group C,some college,standard,none,married,regularly,yes,2,school_bus,< 5,63,67,60
82,female,group A,high school,free/reduced,none,widowed,sometimes,no,3,,5 - 10,33,52,48
24,male,group B,master's degree,standard,none,single,never,no,4,private,5 - 10,70,69,66
673,female,group A,some high school,standard,none,married,sometimes,no,4,private,< 5,45,62,53
778,male,group C,associate's degree,standard,none,married,sometimes,yes,4,school_bus,> 10,66,75,70
412,male,group B,some college,standard,,married,regularly,yes,1,school_bus,5 - 10,73,76,66
494,female,group D,bachelor's degree,free/reduced,none,married,regularly,no,1,private,5 - 10,63,63,65
712,male,group E,associate's degree,standard,none,single,regularly,no,2,school_bus,< 5,84,75,73
164,female,group A,master's degree,standard,none,married,sometimes,yes,1,,5 - 10,58,71,72
149,male,group A,associate's degree,free/reduced,completed,divorced,regularly,no,3,school_bus,> 10,76,85,82
242,female,group C,some college,free/reduced,none,married,regularly,yes,2,school_bus,> 10,64,78,76
504,male,group C,master's degree,standard,none,divorced,sometimes,yes,2,school_bus,5 - 10,83,81,80
934,male,group B,some college,standard,none,single,sometimes,yes,3,private,> 10,100,85,83
867,male,group D,master's degree,standard,none,single,sometimes,yes,3,school_bus,< 5,95,87,93
796,female,group C,some high school,standard,none,married,regularly,yes,5,,5 - 10,48,60,55
786,male,group D,some college,free/reduced,none,divorced,regularly,yes,3,private,5 - 10,70,60,63
341,male,group C,some high school,free/reduced,completed,single,sometimes,yes,4,private,< 5,56,59,56
641,female,group A,associate's degree,standard,none,single,sometimes,yes,5,school_bus,5 - 10,69,78,72
793,female,group B,some college,free/reduced,none,married,regularly,no,1,,5 - 10,60,66,76
300,female,group A,some high school,free/reduced,none,married,sometimes,no,1,private,,54,66,61
673,female,group E,associate's degree,standard,completed,married,never,yes,1,school_bus,< 5,88,91,95
316,male,group D,associate's degree,standard,none,married,sometimes,yes,2,private,,72,70,59
857,male,group B,high school,standard,,married,sometimes,no,1,school_bus,5 - 10,85,81,83
129,female,group C,some high school,free/reduced,completed,married,sometimes,no,3,school_bus,5 - 10,79,86,86
543,male,group E,some high school,standard,none,married,sometimes,no,1,school_bus,> 10,60,50,45
248,female,group C,some high school,standard,completed,married,sometimes,yes,3,private,< 5,83,91,95
306,female,group D,bachelor's degree,standard,,,regularly,yes,3,school_bus,5 - 10,78,81,83
623,male,group C,associate's degree,standard,none,single,sometimes,yes,1,school_bus,5 - 10,88,84,75
835,female,group C,,standard,none,married,never,yes,2,private,> 10,53,59,56
520,male,group C,high school,standard,none,widowed,sometimes,yes,2,private,5 - 10,58,60,51
418,male,group D,some college,standard,none,married,regularly,no,4,private,5 - 10,70,59,63
832,male,group A,master's degree,free/reduced,none,married,regularly,no,2,school_bus,5 - 10,55,55,49
235,female,group B,associate's degree,standard,none,single,sometimes,no,3,private,5 - 10,85,94,90
909,male,group B,some high school,standard,none,married,regularly,yes,2,private,< 5,72,68,60
939,female,group C,some high school,standard,completed,divorced,sometimes,yes,1,private,5 - 10,63,74,73
910,male,group D,some high school,standard,none,divorced,sometimes,yes,2,private,> 10,71,63,59
896,female,group C,some high school,standard,none,married,sometimes,yes,1,school_bus,5 - 10,55,59,55
137,male,group E,associate's degree,free/reduced,none,,sometimes,yes,2,school_bus,5 - 10,70,63,58
463,female,group D,,free/reduced,completed,married,regularly,yes,0,school_bus,> 10,48,66,69
223,male,group D,some high school,free/reduced,none,single,regularly,,3,school_bus,5 - 10,65,75,60
922,female,group D,some college,free/reduced,completed,married,sometimes,no,4,school_bus,5 - 10,67,81,80
14,female,,some high school,free/reduced,none,married,sometimes,yes,4,,< 5,61,64,62
485,female,group D,high school,free/reduced,none,married,never,yes,2,,5 - 10,54,65,61
26,female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,5 - 10,83,84,84
451,male,group E,associate's degree,standard,completed,married,sometimes,no,3,private,< 5,86,78,76
513,male,group B,high school,standard,none,married,never,yes,1,private,5 - 10,69,67,60
175,female,group D,high school,standard,none,divorced,sometimes,yes,1,private,5 - 10,76,86,90
225,female,group C,associate's degree,standard,none,married,sometimes,yes,0,private,> 10,45,57,49
517,female,group E,some college,standard,completed,divorced,never,yes,1,school_bus,5 - 10,64,72,71
329,female,group E,some high school,standard,none,married,never,yes,0,private,5 - 10,60,68,66
629,female,group C,some college,free/reduced,none,married,sometimes,yes,5,school_bus,5 - 10,53,70,65
684,male,group B,some college,standard,,married,regularly,yes,1,school_bus,< 5,61,65,68
111,male,group D,associate's degree,free/reduced,none,divorced,sometimes,yes,1,school_bus,5 - 10,61,60,57
686,male,group C,some college,standard,completed,married,sometimes,no,2,school_bus,5 - 10,49,45,44
784,male,group C,bachelor's degree,standard,completed,single,never,yes,3,private,< 5,81,86,82
628,female,group D,some college,free/reduced,none,married,sometimes,no,1,school_bus,> 10,70,78,80
538,male,group C,some college,standard,none,,regularly,yes,1,private,5 - 10,83,88,83
151,female,group B,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,< 5,58,59,63
851,female,group B,high school,standard,none,married,sometimes,no,3,school_bus,< 5,60,60,58
110,male,group A,some high school,standard,none,single,regularly,yes,1,school_bus,5 - 10,59,58,54
574,male,group C,high school,standard,completed,single,sometimes,yes,4,school_bus,,84,81,83
9,male,group D,some college,standard,none,married,sometimes,no,3,school_bus,> 10,65,51,51
159,female,group C,bachelor's degree,free/reduced,,married,regularly,yes,2,private,< 5,78,78,80
694,female,group D,some high school,standard,none,single,sometimes,no,4,private,,72,82,78
954,female,group D,some college,standard,completed,single,regularly,no,3,private,> 10,75,90,92
649,male,group A,associate's degree,standard,none,married,regularly,yes,1,private,5 - 10,75,65,65
286,male,group D,bachelor's degree,standard,none,married,never,yes,3,school_bus,< 5,76,63,70
172,female,group B,,standard,none,married,regularly,no,5,school_bus,< 5,69,74,75
254,male,group A,associate's degree,standard,completed,married,sometimes,yes,0,private,5 - 10,69,65,65
631,male,group A,high school,standard,completed,widowed,regularly,yes,1,school_bus,5 - 10,73,72,68
254,female,,some high school,standard,completed,married,sometimes,yes,3,school_bus,5 - 10,69,92,85
486,male,group D,some high school,standard,completed,married,sometimes,no,1,school_bus,< 5,68,66,70
625,male,group D,some college,free/reduced,none,married,sometimes,no,1,,> 10,61,75,71
60,female,group E,associate's degree,standard,none,divorced,never,no,3,private,5 - 10,48,55,54
734,male,group D,high school,standard,completed,married,never,yes,4,school_bus,5 - 10,80,82,82
683,female,group D,associate's degree,standard,none,divorced,regularly,no,2,private,5 - 10,49,62,64
925,male,group B,some high school,free/reduced,none,married,sometimes,yes,4,private,5 - 10,53,65,59
528,female,group B,some college,standard,none,divorced,sometimes,no,5,school_bus,< 5,81,85,85
864,male,group E,some high school,standard,completed,married,never,yes,1,,< 5,68,75,64
2,female,group C,master's degree,standard,none,divorced,never,no,2,school_bus,< 5,68,74,76
988,male,group D,bachelor's degree,free/reduced,none,divorced,regularly,yes,2,school_bus,5 - 10,75,71,68
850,male,group D,some high school,standard,none,single,regularly,yes,3,school_bus,5 - 10,79,75,73
338,male,group C,master's degree,free/reduced,none,married,regularly,,1,school_bus,5 - 10,55,50,53
22,female,group C,master's degree,standard,none,married,regularly,yes,0,school_bus,> 10,72,74,83
823,male,group B,associate's degree,free/reduced,completed,,sometimes,yes,2,,5 - 10,65,58,66
800,female,group E,bachelor's degree,standard,none,married,regularly,no,2,school_bus,> 10,100,100,100
382,female,group D,bachelor's degree,free/reduced,none,married,regularly,yes,3,school_bus,5 - 10,62,77,75
744,male,group E,master's degree,standard,none,married,never,yes,4,school_bus,< 5,94,94,89
863,female,group D,bachelor's degree,standard,none,single,regularly,,2,school_bus,,66,62,60
20,male,group E,some high school,standard,completed,married,never,yes,2,school_bus,> 10,48,44,48
85,male,group B,high school,standard,none,married,regularly,no,3,private,< 5,58,60,61
231,male,group C,some high school,free/reduced,none,married,sometimes,yes,2,school_bus,5 - 10,78,76,72
864,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,3,private,< 5,20,31,20
458,female,group D,bachelor's degree,free/reduced,completed,single,sometimes,yes,3,school_bus,< 5,58,73,68
667,female,group D,master's degree,free/reduced,completed,single,sometimes,no,3,private,5 - 10,77,93,100
807,female,group E,bachelor's degree,free/reduced,completed,married,never,yes,0,school_bus,< 5,80,93,89
139,male,group E,some college,standard,completed,married,regularly,yes,1,school_bus,< 5,99,87,92
233,male,group B,some college,standard,completed,married,sometimes,yes,3,private,5 - 10,66,70,67
858,male,group A,high school,free/reduced,none,divorced,sometimes,yes,4,school_bus,5 - 10,50,53,46
587,female,group D,associate's degree,standard,completed,married,sometimes,no,4,private,,79,78,81
748,male,group B,some high school,standard,completed,single,regularly,no,2,private,< 5,63,63,62
784,male,group B,bachelor's degree,standard,completed,married,sometimes,no,3,school_bus,> 10,85,83,88
108,male,group D,associate's degree,standard,none,married,sometimes,yes,0,private,< 5,73,65,63
212,female,group C,high school,standard,none,married,sometimes,yes,1,private,5 - 10,79,91,85
954,male,group C,high school,free/reduced,completed,divorced,never,no,3,school_bus,5 - 10,64,55,52
247,female,group B,associate's degree,standard,completed,single,sometimes,no,1,private,5 - 10,79,87,87
964,male,group B,some college,free/reduced,none,divorced,regularly,no,3,private,< 5,42,39,39
666,male,group E,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,,78,76,79
573,male,group B,high school,standard,none,,sometimes,yes,2,private,5 - 10,59,68,59
243,male,group C,some college,free/reduced,none,married,never,no,2,private,> 10,69,63,61
204,male,group B,associate's degree,standard,none,married,regularly,yes,3,private,5 - 10,74,75,77
344,female,group B,some college,standard,none,married,sometimes,no,2,school_bus,5 - 10,63,80,75
49,male,group D,high school,free/reduced,none,married,sometimes,yes,0,private,> 10,70,66,63
1,female,group C,some high school,free/reduced,none,divorced,sometimes,no,1,private,< 5,50,57,52
679,male,group E,bachelor's degree,standard,completed,married,sometimes,yes,0,school_bus,5 - 10,88,79,82
225,male,group C,high school,standard,completed,married,sometimes,yes,1,private,< 5,85,81,87
633,male,group B,associate's degree,standard,none,married,never,yes,0,school_bus,5 - 10,61,55,52
815,female,group E,some high school,standard,none,married,regularly,no,3,private,5 - 10,95,95,92
905,female,group C,bachelor's degree,free/reduced,none,divorced,regularly,yes,3,private,5 - 10,62,76,73
413,female,group D,associate's degree,standard,completed,single,never,no,1,private,5 - 10,74,87,95
713,male,group D,associate's degree,standard,none,married,regularly,no,2,private,< 5,69,62,62
177,female,group D,associate's degree,standard,completed,married,regularly,yes,2,private,> 10,93,100,99
542,female,group C,some high school,standard,none,single,sometimes,yes,3,private,5 - 10,52,62,60
991,female,group B,some high school,standard,completed,married,regularly,no,1,school_bus,5 - 10,66,83,79
25,female,group C,associate's degree,standard,none,,sometimes,yes,3,private,< 5,70,90,86
303,male,group D,some high school,free/reduced,completed,married,sometimes,,4,school_bus,5 - 10,80,82,79
703,female,group D,associate's degree,free/reduced,none,married,regularly,no,5,school_bus,< 5,65,81,83
227,male,group C,high school,free/reduced,completed,single,sometimes,yes,2,private,5 - 10,37,45,44
11,male,group D,,standard,none,married,never,no,5,,5 - 10,64,55,56
260,male,group D,some high school,standard,,single,sometimes,yes,0,,> 10,69,72,68
531,male,group D,high school,standard,none,married,sometimes,no,1,private,< 5,89,83,81
218,female,group D,associate's degree,free/reduced,none,single,regularly,yes,4,school_bus,< 5,44,60,59
576,female,group C,some high school,standard,none,divorced,sometimes,no,3,school_bus,5 - 10,53,59,59
95,male,,bachelor's degree,standard,completed,divorced,never,no,1,school_bus,,87,84,80
248,female,group C,associate's degree,free/reduced,none,,sometimes,yes,0,school_bus,> 10,66,79,79
808,male,group C,high school,standard,none,married,sometimes,yes,5,private,5 - 10,90,75,69
418,male,group C,some high school,free/reduced,none,single,sometimes,yes,1,,5 - 10,39,37,32
431,female,group C,some college,standard,none,married,,yes,3,private,< 5,57,65,63
149,female,group B,associate's degree,standard,none,divorced,regularly,no,1,private,5 - 10,90,99,93
89,male,group C,some college,standard,none,single,sometimes,no,4,school_bus,< 5,84,78,84
974,male,group E,associate's degree,standard,completed,married,sometimes,yes,0,private,< 5,73,76,68
103,female,group B,,standard,completed,married,regularly,yes,0,private,5 - 10,97,96,100
488,male,group D,high school,standard,,divorced,sometimes,yes,2,private,5 - 10,78,68,67
890,female,group E,some college,standard,completed,married,regularly,no,1,private,5 - 10,88,86,93
184,female,group A,bachelor's degree,free/reduced,completed,married,regularly,yes,3,private,< 5,54,67,66
979,female,group C,high school,standard,completed,married,regularly,yes,2,private,5 - 10,60,70,70
883,female,group D,associate's degree,standard,none,divorced,never,no,2,school_bus,> 10,87,99,94
204,male,group C,some college,standard,none,single,regularly,yes,1,,< 5,58,40,42
821,female,group B,high school,free/reduced,none,married,regularly,yes,4,school_bus,< 5,30,46,38
673,female,group B,bachelor's degree,standard,none,,sometimes,no,3,private,> 10,64,70,65
434,male,group A,some high school,free/reduced,none,married,sometimes,yes,1,private,< 5,31,27,27
975,female,group C,some high school,standard,none,divorced,regularly,yes,2,private,> 10,74,76,75
248,female,group C,master's degree,free/reduced,none,married,sometimes,no,3,private,< 5,31,43,40
325,female,group A,bachelor's degree,free/reduced,completed,married,regularly,,3,private,< 5,73,85,90
226,female,group C,some college,standard,none,married,sometimes,yes,5,school_bus,5 - 10,72,72,71
388,female,group B,high school,standard,completed,single,sometimes,yes,1,school_bus,5 - 10,73,75,77
972,female,group D,some college,free/reduced,completed,married,regularly,yes,3,private,< 5,73,81,93
124,female,group C,bachelor's degree,standard,completed,divorced,regularly,yes,3,private,< 5,90,97,99
475,female,,some high school,free/reduced,none,married,regularly,yes,3,school_bus,> 10,56,66,67
614,male,group E,,standard,completed,,sometimes,yes,3,private,< 5,75,66,66
240,female,group E,,standard,completed,divorced,regularly,yes,1,school_bus,< 5,96,99,100
162,male,group E,high school,free/reduced,none,single,never,no,1,private,5 - 10,85,89,76
955,female,,some college,standard,completed,married,regularly,yes,1,school_bus,5 - 10,59,60,63
859,male,group C,some college,standard,none,single,regularly,yes,3,school_bus,< 5,76,73,74
635,female,group D,high school,standard,none,divorced,regularly,yes,2,school_bus,> 10,65,79,78
845,male,group D,some high school,free/reduced,,married,regularly,yes,3,private,5 - 10,45,56,55
713,male,,associate's degree,standard,completed,married,sometimes,yes,0,private,,85,84,85
910,male,group B,master's degree,standard,none,divorced,sometimes,yes,1,,,69,70,62
413,male,group E,some high school,standard,none,married,regularly,yes,4,private,5 - 10,64,58,52
720,female,group D,high school,standard,none,single,sometimes,no,2,school_bus,< 5,70,73,76
780,male,group E,associate's degree,free/reduced,none,single,regularly,yes,2,school_bus,> 10,90,81,75
80,female,group B,associate's degree,standard,none,married,regularly,yes,0,private,> 10,49,50,52
